card_id,card_canonical_code,card_name,card_rarity,card_source,cv_card_variant_id,cv_card_variants_card_id,cv_print_id,cv_tcgplayer_product_id,cv_variant,cv_variant_label,cv_variant_source,cv_image_path,cv_image_url,printing_market_map_id,printing_id,printing_market_map_market_product_internal_fk,pmm_mapping_confidence,pmm_mapping_method,mp_market_products_internal_id,mp_market_product_id,mp_product_name,mp_clean_name,mp_ext_number,mp_rarity_market,mp_subtype,mp_market_product_source,mpr_market_prices_id,market_product_fk,mpr_low_price,mpr_mid_price,mpr_high_price,mpr_market_price,mpr_direct_low_price,mpr_listed_median_price,mpr_captured_at,mpr_mpr_source_name,print_id_trim,has_printing_market_map,has_market_product_via_map,has_market_price_via_chain,has_tcgplayer_column_price,has_variant_image_fields,has_image_assets_row,failure_stage
6,EB01-006,Tony Tony.Chopper,SR,,26,6,EB01-006_p2,,parallel_2,Parallel 2,official-cardlist,EB01/parallel/EB01-006_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-006_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-006_p2,0,0,0,0,1,0,missing_printing_market_map
6,EB01-006,Tony Tony.Chopper,SR,,27,6,EB01-006_p3,,parallel_3,Parallel 3,official-cardlist,_unclassified/parallel/EB01-006_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-006_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-006_p3,0,0,0,0,1,0,missing_printing_market_map
6,EB01-006,Tony Tony.Chopper,SR,,28,6,EB01-006_r1,,r1,R1,official-cardlist,PRB01/reprint/EB01-006_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-006_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-006_r1,0,0,0,0,1,0,missing_printing_market_map
7,EB01-007,Yamato,C,,31,7,EB01-007_p1,,parallel_1,Parallel 1,official-cardlist,BCV4/parallel/EB01-007_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-007_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-007_p1,0,0,0,0,1,0,missing_printing_market_map
9,EB01-009,Just Shut Up and Come with Us!!!!,C,,36,9,EB01-009_p1,,parallel_1,Parallel 1,official-cardlist,PRB02/parallel/EB01-009_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-009_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-009_p1,0,0,0,0,1,0,missing_printing_market_map
9,EB01-009,Just Shut Up and Come with Us!!!!,C,,37,9,EB01-009_r1,,r1,R1,official-cardlist,PRB02/reprint/EB01-009_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-009_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-009_r1,0,0,0,0,1,0,missing_printing_market_map
12,EB01-012,Cavendish,SR,,44,12,EB01-012::alt,,alt,Alt,local-catalog,thumbs/EB01-012alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-012::alt,0,0,0,0,1,0,missing_printing_market_map
12,EB01-012,Cavendish,SR,,45,12,EB01-012::alt art 2,,alt,Alt Art 2,local-catalog,thumbs/EB01-012alt2.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-012::alt art 2,0,0,0,0,1,0,missing_printing_market_map
12,EB01-012,Cavendish,SR,,46,12,EB01-012_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-012_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-012_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-012_p1,0,0,0,0,1,0,missing_printing_market_map
12,EB01-012,Cavendish,SR,,47,12,EB01-012_p3,,parallel_3,Parallel 3,official-cardlist,EB01/parallel/EB01-012_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-012_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-012_p3,0,0,0,0,1,0,missing_printing_market_map
12,EB01-012,Cavendish,SR,,48,12,EB01-012_r1,,r1,R1,official-cardlist,PRB02/reprint/EB01-012_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-012_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-012_r1,0,0,0,0,1,0,missing_printing_market_map
13,EB01-013,Kouzuki Hiyori,R,,51,13,EB01-013::alt,,alt,Alt,local-catalog,thumbs/EB01-013alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-013::alt,0,0,0,0,1,0,missing_printing_market_map
13,EB01-013,Kouzuki Hiyori,R,,52,13,EB01-013_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-013_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-013_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-013_p1,0,0,0,0,1,0,missing_printing_market_map
14,EB01-014,Sanji,R,,55,14,EB01-014::alt,,alt,Alt,local-catalog,thumbs/EB01-014alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-014::alt,0,0,0,0,1,0,missing_printing_market_map
14,EB01-014,Sanji,R,,56,14,EB01-014_p1,,parallel_1,Parallel 1,official-cardlist,CS2526CP/parallel/EB01-014_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-014_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-014_p1,0,0,0,0,1,0,missing_printing_market_map
15,EB01-015,Scratchmen Apoo,R,,59,15,EB01-015::alt,,alt,Alt,local-catalog,thumbs/EB01-015alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-015::alt,0,0,0,0,1,0,missing_printing_market_map
15,EB01-015,Scratchmen Apoo,R,,60,15,EB01-015_p1,,parallel_1,Parallel 1,official-cardlist,TK2025V2/parallel/EB01-015_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-015_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-015_p1,0,0,0,0,1,0,missing_printing_market_map
15,EB01-015,Scratchmen Apoo,R,,61,15,EB01-015_p2,,parallel_2,Parallel 2,official-cardlist,_unclassified/parallel/EB01-015_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-015_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-015_p2,0,0,0,0,1,0,missing_printing_market_map
15,EB01-015,Scratchmen Apoo,R,,62,15,EB01-015_p3,,parallel_3,Parallel 3,official-cardlist,ST24/parallel/EB01-015_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-015_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-015_p3,0,0,0,0,1,0,missing_printing_market_map
15,EB01-015,Scratchmen Apoo,R,,63,15,EB01-015_p4,,parallel_4,Parallel 4,official-cardlist,CS2526CP/parallel/EB01-015_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-015_p4.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-015_p4,0,0,0,0,1,0,missing_printing_market_map
15,EB01-015,Scratchmen Apoo,R,,64,15,EB01-015_p5,,parallel_5,Parallel 5,official-cardlist,PRB02/parallel/EB01-015_p5.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-015_p5.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-015_p5,0,0,0,0,1,0,missing_printing_market_map
15,EB01-015,Scratchmen Apoo,R,,65,15,EB01-015::prb02,,alt,Prb02,local-catalog,thumbs/EB01-015(PRB02).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-015::prb02,0,0,0,0,1,0,missing_printing_market_map
15,EB01-015,Scratchmen Apoo,R,,66,15,EB01-015_r1,,r1,R1,official-cardlist,PRB02/reprint/EB01-015_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-015_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-015_r1,0,0,0,0,1,0,missing_printing_market_map
18,EB01-018,Mountain God,C,,73,18,EB01-018_p1,,parallel_1,Parallel 1,official-cardlist,PRB02/parallel/EB01-018_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-018_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-018_p1,0,0,0,0,1,0,missing_printing_market_map
18,EB01-018,Mountain God,C,,74,18,EB01-018_r1,,r1,R1,official-cardlist,PRB02/reprint/EB01-018_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-018_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-018_r1,0,0,0,0,1,0,missing_printing_market_map
21,EB01-021,Hannyabal,L,,81,21,EB01-021::alt,,alt,Alt,local-catalog,thumbs/EB01-021alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-021::alt,0,0,0,0,1,0,missing_printing_market_map
21,EB01-021,Hannyabal,L,,82,21,EB01-021_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-021_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-021_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-021_p1,0,0,0,0,1,0,missing_printing_market_map
21,EB01-021,Hannyabal,L,,83,21,EB01-021_p2,,parallel_2,Parallel 2,official-cardlist,EB02/parallel/EB01-021_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-021_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-021_p2,0,0,0,0,1,0,missing_printing_market_map
22,EB01-022,Inazuma,SR,,86,22,EB01-022::alt,,alt,Alt,local-catalog,thumbs/EB01-022alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-022::alt,0,0,0,0,1,0,missing_printing_market_map
22,EB01-022,Inazuma,SR,,87,22,EB01-022_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-022_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-022_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-022_p1,0,0,0,0,1,0,missing_printing_market_map
23,EB01-023,Edward Weevil,R,EB01,90,23,EB01-023_p1,,parallel_1,Parallel 1,official-cardlist,EB04/parallel/EB01-023_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-023_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-023_p1,0,0,0,0,1,0,missing_printing_market_map
23,EB01-023,Edward Weevil,R,EB01,91,23,EB01-023_p2,,parallel_2,Parallel 2,official-cardlist,SWBS01/parallel/EB01-023_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-023_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-023_p2,0,0,0,0,1,0,missing_printing_market_map
23,EB01-023,Edward Weevil,R,EB01,92,23,EB01-023::sp,,sp,SP,local-catalog,thumbs/EB01-023(SP).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-023::sp,0,0,0,0,1,0,missing_printing_market_map
27,EB01-027,Mr.1(Daz.Bonez),R,,101,27,EB01-027::alt,,alt,Alt,local-catalog,thumbs/EB01-027alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-027::alt,0,0,0,0,1,0,missing_printing_market_map
27,EB01-027,Mr.1(Daz.Bonez),R,,102,27,EB01-027_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-027_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-027_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-027_p1,0,0,0,0,1,0,missing_printing_market_map
31,EB01-031,Kalifa,R,,111,31,EB01-031::alt,,alt,Alt,local-catalog,thumbs/EB01-031alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-031::alt,0,0,0,0,1,0,missing_printing_market_map
31,EB01-031,Kalifa,R,,112,31,EB01-031_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-031_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-031_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-031_p1,0,0,0,0,1,0,missing_printing_market_map
34,EB01-034,Ms. Wednesday,SR,,119,34,EB01-034::alt,,alt,Alt,local-catalog,thumbs/EB01-034alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-034::alt,0,0,0,0,1,0,missing_printing_market_map
34,EB01-034,Ms. Wednesday,SR,,120,34,EB01-034_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-034_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-034_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-034_p1,0,0,0,0,1,0,missing_printing_market_map
38,EB01-038,Oh Come My Way,C,,129,38,EB01-038_p1,,parallel_1,Parallel 1,official-cardlist,PRB02/parallel/EB01-038_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-038_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-038_p1,0,0,0,0,1,0,missing_printing_market_map
38,EB01-038,Oh Come My Way,C,,130,38,EB01-038_r1,,r1,R1,official-cardlist,PRB02/reprint/EB01-038_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-038_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-038_r1,0,0,0,0,1,0,missing_printing_market_map
40,EB01-040,Kyros,L,,135,40,EB01-040::alt,,alt,Alt,local-catalog,thumbs/EB01-040alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-040::alt,0,0,0,0,1,0,missing_printing_market_map
40,EB01-040,Kyros,L,,136,40,EB01-040_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-040_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-040_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-040_p1,0,0,0,0,1,0,missing_printing_market_map
40,EB01-040,Kyros,L,,137,40,EB01-040_p2,,parallel_2,Parallel 2,official-cardlist,EB02/parallel/EB01-040_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-040_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-040_p2,0,0,0,0,1,0,missing_printing_market_map
43,EB01-043,Spandine,R,,144,43,EB01-043::2nd anniversary alt,,promo,2Nd Anniversary Alt,local-catalog,thumbs/EB01-043(2nd anniversary alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-043::2nd anniversary alt,0,0,0,0,1,0,missing_printing_market_map
43,EB01-043,Spandine,R,,145,43,EB01-043::alt,,alt,Alt,local-catalog,thumbs/EB01-043alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-043::alt,0,0,0,0,1,0,missing_printing_market_map
43,EB01-043,Spandine,R,,146,43,EB01-043_p1,,parallel_1,Parallel 1,official-cardlist,ORP2025V1/parallel/EB01-043_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-043_p1,0,0,0,0,1,0,missing_printing_market_map
43,EB01-043,Spandine,R,,147,43,EB01-043_p2,,parallel_2,Parallel 2,official-cardlist,ORFC2526S1/parallel/EB01-043_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-043_p2,0,0,0,0,1,0,missing_printing_market_map
43,EB01-043,Spandine,R,,148,43,EB01-043_p3,,parallel_3,Parallel 3,official-cardlist,_unclassified/parallel/EB01-043_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-043_p3,0,0,0,0,1,0,missing_printing_market_map
43,EB01-043,Spandine,R,,149,43,EB01-043_p4,,parallel_4,Parallel 4,official-cardlist,_unclassified/parallel/EB01-043_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p4.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-043_p4,0,0,0,0,1,0,missing_printing_market_map
43,EB01-043,Spandine,R,,150,43,EB01-043_p5,,parallel_5,Parallel 5,official-cardlist,_unclassified/parallel/EB01-043_p5.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p5.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-043_p5,0,0,0,0,1,0,missing_printing_market_map
43,EB01-043,Spandine,R,,151,43,EB01-043_p6,,parallel_6,Parallel 6,official-cardlist,_unclassified/parallel/EB01-043_p6.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-043_p6.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-043_p6,0,0,0,0,1,0,missing_printing_market_map
46,EB01-046,Brook,SR,,158,46,EB01-046::alt,,alt,Alt,local-catalog,thumbs/EB01-046alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-046::alt,0,0,0,0,1,0,missing_printing_market_map
46,EB01-046,Brook,SR,,159,46,EB01-046_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-046_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-046_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-046_p1,0,0,0,0,1,0,missing_printing_market_map
46,EB01-046,Brook,SR,,160,46,EB01-046_r1,,r1,R1,official-cardlist,PRB02/reprint/EB01-046_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-046_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-046_r1,0,0,0,0,1,0,missing_printing_market_map
48,EB01-048,Laboon,SR,,165,48,EB01-048::alt,,alt,Alt,local-catalog,thumbs/EB01-048alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-048::alt,0,0,0,0,1,0,missing_printing_market_map
48,EB01-048,Laboon,SR,,166,48,EB01-048_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-048_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-048_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-048_p1,0,0,0,0,1,0,missing_printing_market_map
48,EB01-048,Laboon,SR,,167,48,EB01-048_p2,,parallel_2,Parallel 2,official-cardlist,_unclassified/parallel/EB01-048_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-048_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-048_p2,0,0,0,0,1,0,missing_printing_market_map
48,EB01-048,Laboon,SR,,168,48,EB01-048_r1,,r1,R1,official-cardlist,PRB02/reprint/EB01-048_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-048_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-048_r1,0,0,0,0,1,0,missing_printing_market_map
49,EB01-049,T-Bone,R,,171,49,EB01-049::alt,,alt,Alt,local-catalog,thumbs/EB01-049alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-049::alt,0,0,0,0,1,0,missing_printing_market_map
49,EB01-049,T-Bone,R,,172,49,EB01-049_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-049_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-049_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-049_p1,0,0,0,0,1,0,missing_printing_market_map
51,EB01-051,Finger Pistol,R,,177,51,EB01-051_p1,,parallel_1,Parallel 1,official-cardlist,PRB02/parallel/EB01-051_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-051_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-051_p1,0,0,0,0,1,0,missing_printing_market_map
51,EB01-051,Finger Pistol,R,,178,51,EB01-051::prb02,,alt,Prb02,local-catalog,thumbs/EB01-051(PRB02).webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-051::prb02,0,0,0,0,1,0,missing_printing_market_map
51,EB01-051,Finger Pistol,R,,179,51,EB01-051_r1,,r1,R1,official-cardlist,PRB02/reprint/EB01-051_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-051_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-051_r1,0,0,0,0,1,0,missing_printing_market_map
52,EB01-052,Viola,SR,,182,52,EB01-052::alt,,alt,Alt,local-catalog,thumbs/EB01-052alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-052::alt,0,0,0,0,1,0,missing_printing_market_map
52,EB01-052,Viola,SR,,183,52,EB01-052_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-052_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-052_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-052_p1,0,0,0,0,1,0,missing_printing_market_map
56,EB01-056,Charlotte Flampe,R,,192,56,EB01-056::alt,,alt,Alt,local-catalog,thumbs/EB01-056alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-056::alt,0,0,0,0,1,0,missing_printing_market_map
56,EB01-056,Charlotte Flampe,R,,193,56,EB01-056_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-056_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-056_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-056_p1,0,0,0,0,1,0,missing_printing_market_map
56,EB01-056,Charlotte Flampe,R,,194,56,EB01-056_p2,,parallel_2,Parallel 2,official-cardlist,OP10/parallel/EB01-056_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-056_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-056_p2,0,0,0,0,1,0,missing_printing_market_map
56,EB01-056,Charlotte Flampe,R,,195,56,EB01-056::s p,,sp,S P,local-catalog,thumbs/EB01-056SP.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-056::s p,0,0,0,0,1,0,missing_printing_market_map
57,EB01-057,Shirahoshi,SR,EB01,198,57,EB01-057::alt,,alt,Alt,local-catalog,thumbs/EB01-057alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,EB01-057::alt,0,0,0,0,1,0,missing_printing_market_map
57,EB01-057,Shirahoshi,SR,EB01,199,57,EB01-057_p1,,parallel_1,Parallel 1,official-cardlist,EB01/parallel/EB01-057_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-057_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-057_p1,0,0,0,0,1,0,missing_printing_market_map
57,EB01-057,Shirahoshi,SR,EB01,200,57,EB01-057_p2,,parallel_2,Parallel 2,official-cardlist,OP11/parallel/EB01-057_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-057_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-057_p2,0,0,0,0,1,0,missing_printing_market_map
57,EB01-057,Shirahoshi,SR,EB01,201,57,EB01-057_r1,,r1,R1,official-cardlist,PRB02/reprint/EB01-057_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-057_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,EB01-057_r1,0,0,0,0,1,0,missing_printing_market_map
